	7SK	ADAMTS9-AS2	AFAP1-AS1	ATP6V1G2-DDX39B	ATXN8OS	BACE1-AS	BANCR	BC040587	BCAR4	BCYRN1	BDNF-AS	BOK-AS1	BPESC1	C1QTNF9B-AS1	CASC2	CBR3-AS1	CCAT1	CCAT2	CCDC26	CDKN2B-AS1	CECR3	CECR9	CHL1-AS2	CRNDE	DANCR	DAOA-AS1	DAPK1	DGCR5	DISC2	DLEU1	DLEU2	DLX6-AS1	DMPK	DNM3OS	DSCAM-AS1	EPB41L4A-AS1	ESRG	FOXCUT	GAS5	GHET1	GNAS-AS1	H19	HAR1A	HAR1B	HCP5	HIF1A-AS1	HIF1A-AS2	HNF1A-AS1	HOTAIR	HOTTIP	HULC	HYMAI	IFNG-AS1	IGF2-AS	KCNQ1DN	KCNQ1OT1	LINC00032	LINC00152	LINC00162	LINC00261	LINC00271	LSINCT5	MALAT1	MAP3K14	MEG3	MESTIT1	MIAT	MINA	MIR100HG	MIR155HG	MIR17HG	MIR31HG	MKRN3-AS1	MNX1-AS1	MYCNOS	NAMA	NEAT1	NPTN-IT1	NRON	PANDAR	PCA3	PCAT1	PCGEM1	PDZRN3-AS1	PINK1-AS	PISRT1	PPP3CB	PRINS	PSORS1C3	PTENP1	PVT1	RMST	RPL34-AS1	RRP1B	SCAANT1	SNHG11	SNHG16	SNHG3	SNHG4	SNHG5	SOX2-OT	SPRY4-IT1	SRA1	TCL6	TDRG1	TERC	TRAF3IP2-AS1	TUG1	TUSC7	UCA1	WRAP53	WT1-AS	XIST	ZFAS1	ZFAT-AS1
SOX2-OT	0.063970588	0.558088235	0.672794118	0.565441176	0.653676471	0.322794118	0.297794118	0.565441176	0.647794118	0.248529412	0.534558824	0.128676471	0.565441176	0.436029412	0.740441176	0.541911765	0.288235294	0.565441176	0.106617647	0.763970588	0.630147059	0.565441176	0.686764706	0.219852941	0.004411765	0.565441176	0.381617647	0.442647059	0.463235294	0.177941176	0.311764706	0.580147059	0.415441176	0.494117647	0.506617647	0.580147059	0.584558824	0.4125	0.421323529	0.7375	0.715441176	0.033088235	0.425	0.376470588	0.133088235	0.348529412	0.254411765	0.479411765	0.422794118	0.496323529	0.133823529	0.565441176	0.222794118	0.319117647	0.663970588	0.710294118	0.518382353	0.072058824	0.527205882	0.119852941	0.660294118	0.526470588	0.474264706	0.005882353	0.667647059	0.757352941	0.414705882	0.004411765	0.638970588	0.274264706	0.211764706	0.497058824	0.544852941	0.630147059	0.658088235	0.461029412	0.249264706	0.516911765	0.361029412	0.530147059	0.669852941	0.423529412	0.405147059	0.390441176	0.093382353	0.565441176	0.446323529	0.357352941	0.644852941	0.461764706	0.251470588	0.477941176	0.609558824	0.272794118	0.256617647	0.464705882	0.026470588	0.213235294	0.408823529	0.197794118	1	0.191911765	0.032352941	0.343382353	0.707352941	0.565441176	0.651470588	0.371323529	0.727941176	0.306617647	0.0875	0.499264706	0.458823529	0.155147059	0.565441176
SPRY4-IT1	0.533088235	0.338235294	0.233823529	0.522058824	0.327941176	0.086764706	0.309558824	0.522058824	0.522058824	0.121323529	0.347058824	0.357352941	0.522058824	0.527205882	0.182352941	0.583823529	0.343382353	0.522058824	0.2375	0.377941176	0.422058824	0.522058824	0.088970588	0.594852941	0.002941176	0.522058824	0.091911765	0.222794118	0.509558824	0.125	0.379411765	0.467647059	0.115441176	0.409558824	0.427941176	0.375735294	0.259558824	0.584558824	0.359558824	0.334558824	0.455882353	0.223529412	0.098529412	0.029411765	0.386764706	0.291176471	0.469117647	0.024264706	0.558088235	0.189705882	0.259558824	0.522058824	0.451470588	0.141176471	0.272058824	0.476470588	0.067647059	0.672794118	0.102941176	0.048529412	0.274264706	0.819852941	0.413235294	0.022794118	0.075	0.471323529	0.349264706	0.303676471	0.319852941	0.522058824	0.436029412	0.129411765	0.269852941	0.422058824	0.402205882	0.389705882	0.661764706	0.447058824	0.179411765	0.333823529	0.016911765	0.675735294	0.364705882	0.169117647	0.472794118	0.522058824	0.245588235	0.434558824	0.266176471	0.366176471	0.422058824	0.194117647	0.480882353	0.232352941	0.675735294	0.508088235	0.294852941	0.614705882	0.496323529	0.280882353	0.191911765	1	0.478676471	0.275735294	0.209558824	0.522058824	0.594852941	0.501470588	0.244852941	0.175	0.263970588	0.109558824	0.311764706	0.401470588	0.522058824
SRA1	0.258088235	0.05	0.159558824	0.518382353	0.324264706	0.0625	0.057352941	0.518382353	0.683088235	0.514705882	0.181617647	0.05	0.518382353	0.428676471	0.115441176	0.225	0.438235294	0.518382353	0.646323529	0.135294118	0.583088235	0.518382353	0.260294118	0.193382353	0.147794118	0.518382353	0.236029412	0.482352941	0.355882353	0.372058824	0.533088235	0.309558824	0.175	0.240441176	0.259558824	0.139705882	0.280882353	0.380882353	0.181617647	0.116911765	0.277205882	0.036029412	0.104411765	0.338235294	0.210294118	0.114705882	0.086029412	0.402205882	0.413235294	0.125	0.398529412	0.518382353	0.155882353	0.447058824	0.330147059	0.320588235	0.1375	0.205882353	0.173529412	0.194852941	0.342647059	0.467647059	0.024264706	0.171323529	0.211764706	0.230147059	0.327205882	0.334558824	0.033823529	0.435294118	0.634558824	0.147794118	0.239705882	0.583088235	0.480882353	0.200735294	0.253676471	0.236764706	0.385294118	0.518382353	0.132352941	0.603676471	0.349264706	0.146323529	0.389705882	0.518382353	0.297794118	0.097058824	0.194852941	0.322058824	0.336764706	0.341911765	0.502205882	0.433088235	0.569852941	0.432352941	0.041911765	0.355147059	0.331617647	0.247794118	0.032352941	0.478676471	1	0.588970588	0.319117647	0.518382353	0.263235294	0.427205882	0.416176471	0.427941176	0.398529412	0.086029412	0.004411765	0.122794118	0.518382353
TCL6	0.016911765	0.197058824	0.461764706	0.544117647	0.467647059	0.422058824	0.026470588	0.544117647	0.65	0.222058824	0.414705882	0.022794118	0.544117647	0.549264706	0.347058824	0.513235294	0.210294118	0.544117647	0.541911765	0.276470588	0.561764706	0.544117647	0.069117647	0.138235294	0.076470588	0.544117647	0.592647059	0.394117647	0.408088235	0.561764706	0.613970588	0.502941176	0.024264706	0.466911765	0.461764706	0.334558824	0.305882353	0.381617647	0.422794118	0.539705882	0.494117647	0.185294118	0.372794118	0.345588235	0.307352941	0.275735294	0.030147059	0.343382353	0.533823529	0.280882353	0.1125	0.544117647	0.405882353	0.346323529	0.441176471	0.609558824	0.154411765	0.183088235	0.035294118	0.155882353	0.624264706	0.536764706	0.160294118	0.419852941	0.038970588	0.389705882	0.517647059	0.458088235	0.108823529	0.597794118	0.507352941	0.475	0.288970588	0.561764706	0.502205882	0.216176471	0.356617647	0.140441176	0.536029412	0.591176471	0.231617647	0.661029412	0.624264706	0.188235294	0.469852941	0.544117647	0.130882353	0.034558824	0.416176471	0.35	0.591911765	0.501470588	0.721323529	0.706617647	0.071323529	0.527941176	0.275735294	0.408823529	0.674264706	0.477941176	0.343382353	0.275735294	0.588970588	1	0.383088235	0.544117647	0.458823529	0.735294118	0.502205882	0.240441176	0.716911765	0.341911765	0.299264706	0.342647059	0.544117647
TDRG1	0.155147059	0.275	0.656617647	0.711029412	0.775735294	0.438970588	0.316911765	0.711029412	0.675735294	0.092647059	0.300735294	0.183088235	0.711029412	0.458088235	0.636029412	0.341176471	0.448529412	0.711029412	0.338235294	0.389705882	0.799264706	0.711029412	0.460294118	0.358088235	0.080882353	0.711029412	0.558823529	0.613970588	0.451470588	0.130882353	0.251470588	0.455147059	0.083088235	0.209558824	0.440441176	0.415441176	0.496323529	0.434558824	0.255147059	0.659558824	0.590441176	0.290441176	0.497058824	0.472794118	0.060294118	0.388235294	0.105882353	0.294117647	0.508088235	0.451470588	0.274264706	0.711029412	0.044852941	0.593382353	0.786029412	0.591176471	0.519852941	0.022794118	0.418382353	0.1375	0.505882353	0.455882353	0.288970588	0.024264706	0.665441176	0.646323529	0.361029412	0.215441176	0.3625	0.179411765	0.396323529	0.554411765	0.646323529	0.799264706	0.666911765	0.627205882	0.102205882	0.361029412	0.577941176	0.675735294	0.494852941	0.240441176	0.390441176	0.459558824	0.283088235	0.711029412	0.406617647	0.302941176	0.363970588	0.513970588	0.166176471	0.576470588	0.571323529	0.316176471	0.364705882	0.346323529	0.202941176	0.0625	0.268382353	0.174264706	0.707352941	0.209558824	0.319117647	0.383088235	1	0.711029412	0.533088235	0.4125	0.876470588	0.382352941	0.139705882	0.348529412	0.514705882	0.174264706	0.711029412
TERC	0.563235294	0.505147059	0.602941176	1	0.911764706	0.511764706	0.563970588	1	0.835294118	0.505882353	0.511764706	0.541176471	1	0.567647059	0.511764706	0.514705882	0.544852941	1	0.768382353	0.547794118	0.911764706	1	0.510294118	0.508823529	0.502205882	1	0.506617647	0.541176471	0.834558824	0.5125	0.510294118	0.602941176	0.502205882	0.529411765	0.717647059	0.507352941	0.515441176	0.565441176	0.501470588	0.513970588	0.664705882	0.5	0.513970588	0.533823529	0.510294118	0.565441176	0.508823529	0.513235294	0.563970588	0.834558824	0.622058824	1	0.576470588	0.663235294	0.767647059	0.511029412	0.588235294	0.508823529	0.5875	0.661764706	0.534558824	0.603676471	0.5	0.511764706	0.504411765	0.595588235	0.542647059	0.528676471	0.527205882	0.511029412	0.519852941	0.589705882	0.711029412	0.911764706	0.534558824	0.588235294	0.502205882	0.509558824	0.713235294	0.835294118	0.552205882	0.541176471	0.713235294	0.664705882	0.549264706	1	0.5	0.544852941	0.511029412	0.513970588	0.503676471	0.622058824	0.536764706	0.507352941	0.518382353	0.517647059	0.516176471	0.527941176	0.506617647	0.5	0.565441176	0.522058824	0.518382353	0.544117647	0.711029412	1	0.522794118	0.501470588	0.834558824	0.533823529	0.530147059	0.529411765	0.544852941	0.5	1
TRAF3IP2-AS1	0.020588235	0.577941176	0.753676471	0.522794118	0.563970588	0.281617647	0.296323529	0.522794118	0.511029412	0.176470588	0.5125	0.042647059	0.522794118	0.451470588	0.558823529	0.725735294	0.158088235	0.522794118	0.15	0.715441176	0.458088235	0.522794118	0.369117647	0.196323529	0.070588235	0.522794118	0.485294118	0.402205882	0.341176471	0.102205882	0.442647059	0.702205882	0.142647059	0.529411765	0.4875	0.705882353	0.401470588	0.238970588	0.590441176	0.635294118	0.524264706	0.009558824	0.502205882	0.152941176	0.091176471	0.445588235	0.172794118	0.148529412	0.453676471	0.316176471	0.233088235	0.522794118	0.436764706	0.180882353	0.428676471	0.701470588	0.365441176	0.354411765	0.216176471	0.081617647	0.574264706	0.747058824	0.372794118	0.174264706	0.472794118	0.644852941	0.761029412	0.361764706	0.604411765	0.581617647	0.2375	0.475	0.658823529	0.458088235	0.476470588	0.566911765	0.621323529	0.524264706	0.533088235	0.311029412	0.350735294	0.592647059	0.440441176	0.247794118	0.259558824	0.522794118	0.158088235	0.259558824	0.486764706	0.335294118	0.649264706	0.527205882	0.672794118	0.482352941	0.332352941	0.714705882	0.096323529	0.728676471	0.616911765	0.594852941	0.651470588	0.594852941	0.263235294	0.458823529	0.533088235	0.522794118	1	0.725735294	0.503676471	0.455147059	0.414705882	0.247058824	0.610294118	0.561029412	0.522794118
TUG1	0.143382353	0.5625	0.563235294	0.501470588	0.330882353	0.442647059	0.275735294	0.501470588	0.536764706	0.25	0.275	0.239705882	0.501470588	0.658088235	0.433823529	0.552205882	0.016911765	0.501470588	0.210294118	0.453676471	0.542647059	0.501470588	0.100735294	0.330147059	0.227205882	0.501470588	0.521323529	0.189705882	0.264705882	0.447794118	0.630882353	0.460294118	0.152205882	0.594852941	0.254411765	0.641176471	0.052205882	0.141176471	0.677941176	0.497794118	0.5	0.138235294	0.416911765	0.038970588	0.294117647	0.465441176	0.057352941	0.075735294	0.636764706	0.311764706	0.210294118	0.501470588	0.477941176	0.364705882	0.285294118	0.560294118	0.045588235	0.266176471	0.094852941	0.069117647	0.583088235	0.600735294	0.002941176	0.373529412	0.274264706	0.466176471	0.466176471	0.586764706	0.302205882	0.630147059	0.283823529	0.416911765	0.343382353	0.542647059	0.308088235	0.545588235	0.496323529	0.211764706	0.461764706	0.477941176	0.175	0.709558824	0.541176471	0.145588235	0.452205882	0.501470588	0.029411765	0.065441176	0.504411765	0.406617647	0.776470588	0.605147059	0.575735294	0.797794118	0.1625	0.608823529	0.058088235	0.608088235	0.511764706	0.766176471	0.371323529	0.501470588	0.427205882	0.735294118	0.4125	0.501470588	0.725735294	1	0.396323529	0.391911765	0.661029412	0.518382353	0.5375	0.577941176	0.501470588
TUSC7	0.209558824	0.301470588	0.668382353	0.834558824	0.899264706	0.538970588	0.583088235	0.834558824	0.822794118	0.355882353	0.524264706	0.416911765	0.834558824	0.490441176	0.677205882	0.423529412	0.45	0.834558824	0.532352941	0.452941176	0.922794118	0.834558824	0.464705882	0.431617647	0.176470588	0.834558824	0.405882353	0.678676471	0.622058824	0.413235294	0.464705882	0.690441176	0.313970588	0.300735294	0.634558824	0.371323529	0.515441176	0.531617647	0.274264706	0.615441176	0.672794118	0.278676471	0.626470588	0.699264706	0.104411765	0.545588235	0.219117647	0.410294118	0.497794118	0.622058824	0.515441176	0.834558824	0.222794118	0.630147059	0.930147059	0.554411765	0.452205882	0.155147059	0.675735294	0.378676471	0.655882353	0.508823529	0.365441176	0.308088235	0.619852941	0.713970588	0.480147059	0.241911765	0.4625	0.326470588	0.346323529	0.639705882	0.661029412	0.922794118	0.688970588	0.641911765	0.200735294	0.486029412	0.619117647	0.822794118	0.555147059	0.4125	0.453676471	0.536029412	0.286029412	0.834558824	0.5625	0.255882353	0.436029412	0.441911765	0.25	0.636764706	0.677205882	0.320588235	0.483823529	0.493382353	0.110294118	0.168382353	0.293382353	0.247794118	0.727941176	0.244852941	0.416176471	0.502205882	0.876470588	0.834558824	0.503676471	0.396323529	1	0.527941176	0.348529412	0.416176471	0.444117647	0.191911765	0.834558824
UCA1	0.030882353	0.467647059	0.527941176	0.533823529	0.469117647	0.15	0.329411765	0.533823529	0.522058824	0.066911765	0.432352941	0.309558824	0.533823529	0.452941176	0.459558824	0.398529412	0.327205882	0.533823529	0.308823529	0.368382353	0.575	0.533823529	0.203676471	0.041911765	0.414705882	0.533823529	0.203676471	0.513970588	0.240441176	0.374264706	0.277941176	0.455882353	0.006617647	0.554411765	0.333823529	0.384558824	0.266176471	0.006617647	0.315441176	0.3125	0.285294118	0.030882353	0.343382353	0.199264706	0.045588235	0.363970588	0.069117647	0.390441176	0.401470588	0.489705882	0.697058824	0.533823529	0.081617647	0.575	0.333823529	0.352205882	0.038235294	0.168382353	0.225	0.566176471	0.525	0.355147059	0.119117647	0.052205882	0.325735294	0.3375	0.302205882	0.081617647	0.407352941	0.173529412	0.156617647	0.516176471	0.411029412	0.575	0.389705882	0.547058824	0.469117647	0.047794118	0.284558824	0.522058824	0.389705882	0.538970588	0.522794118	0.138235294	0.084558824	0.533823529	0.076470588	0.073529412	0.442647059	0.1625	0.249264706	0.692647059	0.415441176	0.158823529	0.248529412	0.741176471	0.191911765	0.472794118	0.1375	0.2	0.306617647	0.175	0.427941176	0.240441176	0.382352941	0.533823529	0.455147059	0.391911765	0.527941176	1	0.094852941	0.269117647	0.157352941	0.077941176	0.533823529
WRAP53	0.058823529	0.226470588	0.428676471	0.530147059	0.371323529	0.386029412	0.079411765	0.530147059	0.565441176	0.088235294	0.063970588	0.072058824	0.530147059	0.373529412	0.090441176	0.194117647	0.183823529	0.530147059	0.448529412	0.199264706	0.488970588	0.530147059	0.278676471	0.095588235	0.155147059	0.530147059	0.300735294	0.018382353	0.358088235	0.433088235	0.511029412	0.350735294	0.124264706	0.308088235	0.224264706	0.375	0.172794118	0.027205882	0.486764706	0.142647059	0.343382353	0.133088235	0.315441176	0.000735294	0.454411765	0.347058824	0.200735294	0.005147059	0.324264706	0.227941176	0.252941176	0.530147059	0.4875	0.028676471	0.203676471	0.186764706	0.031617647	0.388970588	0.010294118	0.086029412	0.289705882	0.386029412	0.036029412	0.863970588	0.179411765	0.150735294	0.571323529	0.642647059	0.029411765	0.756617647	0.032352941	0.103676471	0.289705882	0.488970588	0.038235294	0.177205882	0.223529412	0.032352941	0.420588235	0.459558824	0.138970588	0.535294118	0.433088235	0.103676471	0.358823529	0.530147059	0.005147059	0.340441176	0.221323529	0.147794118	0.729411765	0.255882353	0.404411765	0.688235294	0.011029412	0.275735294	0.042647059	0.511029412	0.378676471	0.706617647	0.0875	0.263970588	0.398529412	0.716911765	0.139705882	0.530147059	0.414705882	0.661029412	0.348529412	0.094852941	1	0.252941176	0.165441176	0.543382353	0.530147059
WT1-AS	0.153676471	0.616911765	0.495588235	0.529411765	0.323529412	0.383823529	0.383088235	0.529411765	0.494117647	0.05	0.217647059	0.477205882	0.529411765	0.599264706	0.524264706	0.225735294	0.0875	0.529411765	0.033088235	0.408088235	0.594117647	0.529411765	0.359558824	0.502205882	0.494117647	0.529411765	0.186029412	0.053676471	0.404411765	0.552941176	0.127941176	0.095588235	0.380882353	0.713970588	0.141176471	0.476470588	0.091911765	0.111029412	0.525735294	0.557352941	0.483823529	0.061764706	0.046323529	0.138970588	0.200735294	0.486029412	0.286029412	0.293382353	0.517647059	0.481617647	0.301470588	0.529411765	0.211764706	0.475	0.297058824	0.429411765	0.185294118	0.048529412	0.475735294	0.047058824	0.426470588	0.306617647	0.033823529	0.159558824	0.544117647	0.384558824	0.007352941	0.079411765	0.333088235	0.314705882	0.105147059	0.320588235	0.195588235	0.594117647	0.299264706	0.438235294	0.263970588	0.310294118	0.047794118	0.647058824	0.336764706	0.524264706	0.577205882	0.364705882	0.179411765	0.529411765	0.008823529	0.038235294	0.673529412	0.106617647	0.277205882	0.420588235	0.319117647	0.3	0.020588235	0.202941176	0.002205882	0.202205882	0.158823529	0.197058824	0.499264706	0.109558824	0.086029412	0.341911765	0.348529412	0.529411765	0.247058824	0.518382353	0.416176471	0.269117647	0.252941176	1	0.336764706	0.225	0.529411765
XIST	0.109558824	0.325735294	0.328676471	0.544852941	0.538970588	0.352205882	0.114705882	0.544852941	0.2625	0.038235294	0.394852941	0.279411765	0.544852941	0.293382353	0.543382353	0.452941176	0.222058824	0.544852941	0.004411765	0.358823529	0.444852941	0.544852941	0.381617647	0.275735294	0.201470588	0.544852941	0.249264706	0.416911765	0.167647059	0.036029412	0.061029412	0.344852941	0.033088235	0.388970588	0.215441176	0.234558824	0.458088235	0.275735294	0.2	0.550735294	0.386029412	0.291911765	0.155882353	0.150735294	0.155147059	0.586029412	0.069117647	0.220588235	0.230882353	0.277941176	0.127205882	0.544852941	0.400735294	0.249264706	0.465441176	0.591176471	0.336029412	0.013235294	0.069117647	0.056617647	0.583823529	0.492647059	0.471323529	0.157352941	0.440441176	0.599264706	0.338235294	0.395588235	0.415441176	0.358823529	0.385294118	0.554411765	0.572058824	0.444852941	0.280882353	0.502205882	0.489705882	0.185294118	0.569117647	0.450735294	0.264705882	0.363235294	0.275735294	0.256617647	0.331617647	0.544852941	0.159558824	0.173529412	0.481617647	0.409558824	0.208823529	0.514705882	0.502205882	0.305882353	0.101470588	0.404411765	0.048529412	0.433088235	0.463970588	0.3375	0.458823529	0.311764706	0.004411765	0.299264706	0.514705882	0.544852941	0.610294118	0.5375	0.444117647	0.157352941	0.165441176	0.336764706	1	0.224264706	0.544852941
ZFAS1	0.075	0.508088235	0.547058824	0.5	0.352941176	0.038235294	0.075735294	0.5	0.311764706	0.119117647	0.094117647	0.027941176	0.5	0.016176471	0.098529412	0.189705882	0.227205882	0.5	0.299264706	0.486029412	0.329411765	0.5	0.216176471	0.025	0.168382353	0.5	0.513970588	0.229411765	0.202205882	0.022794118	0.523529412	0.229411765	0.124264706	0.367647059	0.335294118	0.754411765	0.186029412	0.211029412	0.844117647	0.109558824	0.041176471	0.205882353	0.427205882	0.197058824	0.680882353	0.009558824	0.070588235	0.073529412	0.272794118	0.411029412	0.308823529	0.5	0.398529412	0.130882353	0.15	0.063970588	0.297058824	0.663235294	0.221323529	0.138235294	0.019852941	0.4875	0.2	0.452941176	0.280882353	0.314705882	0.647058824	0.2625	0.447794118	0.602205882	0.099264706	0.048529412	0.402205882	0.329411765	0.069852941	0.097058824	0.268382353	0.211029412	0.336764706	0.147058824	0.121323529	0.307352941	0.388235294	0.129411765	0.072794118	0.5	0.097058824	0.133088235	0.028676471	0.344852941	0.797794118	0.094117647	0.086764706	0.533823529	0.078676471	0.163235294	0.244117647	0.627941176	0.408088235	0.670588235	0.155147059	0.401470588	0.122794118	0.342647059	0.174264706	0.5	0.561029412	0.577941176	0.191911765	0.077941176	0.543382353	0.225	0.224264706	1	0.5
ZFAT-AS1	0.563235294	0.505147059	0.602941176	1	0.911764706	0.511764706	0.563970588	1	0.835294118	0.505882353	0.511764706	0.541176471	1	0.567647059	0.511764706	0.514705882	0.544852941	1	0.768382353	0.547794118	0.911764706	1	0.510294118	0.508823529	0.502205882	1	0.506617647	0.541176471	0.834558824	0.5125	0.510294118	0.602941176	0.502205882	0.529411765	0.717647059	0.507352941	0.515441176	0.565441176	0.501470588	0.513970588	0.664705882	0.5	0.513970588	0.533823529	0.510294118	0.565441176	0.508823529	0.513235294	0.563970588	0.834558824	0.622058824	1	0.576470588	0.663235294	0.767647059	0.511029412	0.588235294	0.508823529	0.5875	0.661764706	0.534558824	0.603676471	0.5	0.511764706	0.504411765	0.595588235	0.542647059	0.528676471	0.527205882	0.511029412	0.519852941	0.589705882	0.711029412	0.911764706	0.534558824	0.588235294	0.502205882	0.509558824	0.713235294	0.835294118	0.552205882	0.541176471	0.713235294	0.664705882	0.549264706	1	0.5	0.544852941	0.511029412	0.513970588	0.503676471	0.622058824	0.536764706	0.507352941	0.518382353	0.517647059	0.516176471	0.527941176	0.506617647	0.5	0.565441176	0.522058824	0.518382353	0.544117647	0.711029412	1	0.522794118	0.501470588	0.834558824	0.533823529	0.530147059	0.529411765	0.544852941	0.5	1
